model_id,index,front,nmaterials,minPoint,maxPoint,aligned.dims,,variantIds
s__479,2034,"0,0,1",4,"-0.513561, 0.0027213693, -0.49215","0.51643896, 0.505876, 0.48785","103.0, 50.315464, 98.0",,
s__480,2035,"0,0,1",1,"-0.35, 0.0, -0.25014603","0.35, 0.72, 0.25","70.0, 72.0, 50.014603",,
s__481,2036,"0,0,1",2,"-0.4, 0.0, -0.224983","0.4, 0.74, 0.224983","80.0, 74.0, 44.9966",,
s__482,2037,"0,0,1",3,"-0.8, 0.0, -0.6","0.8, 0.75, 0.6","160.0, 75.0, 120.00001",,
s__483,2038,"0,0,1",3,"-0.8, 0.0, -0.4","0.8, 0.75, 0.4","160.0, 75.0, 80.0",,
s__484,2039,"0,0,1",3,"-0.75, 0.0, -0.375","0.75, 0.74, 0.375","150.0, 74.0, 75.0",,
s__485,2040,"0,0,1",2,"-1.0, 0.0, -0.3","1.0, 0.775, 0.3","200.0, 77.5, 60.000004",,
s__486,2041,"0,0,1",3,"-0.2286, 0.001101017, -0.22849098","0.231401, 0.800014, 0.231509","46.0001, 79.8913, 46.0",,
s__487,2042,"0,0,1",2,"-0.155, 3.285557E-4, -0.155","0.155, 0.0803651, 0.155","31.0, 8.0036545, 31.0",,
s__488,2043,"0,0,1",2,"-0.1, -7.969141E-5, -0.1","0.1, 0.900047, 0.1","20.0, 90.01267, 20.0",,
s__489,2044,"0,0,1",2,"-0.794993, 0.0, -0.33499897","0.794993, 1.36984, 0.334347","158.9986, 136.98401, 66.9346",,
s__490,2045,"0,0,1",1,"-0.395, 0.0, -0.185","0.395, 0.5, 0.185","79.0, 50.0, 37.0",,
s__491,2046,"0,0,1",4,"-0.2, 0.0, -0.19999698","0.2, 1.95, 0.19999698","40.0, 195.0, 39.999397",,
s__492,2047,"0,0,1",3,"-0.25, 0.0, -0.19999999","0.25, 1.94, 0.19999999","50.0, 194.0, 40.0",,
s__493,2048,"0,0,1",3,"-0.3, 0.0, -0.0850001","0.3, 0.67, 0.08500001","60.000004, 67.0, 17.00001",,
s__494,2049,"0,0,1",2,"-0.315, 0.0, -0.0800001","0.315, 0.98, 0.08","63.0, 98.0, 16.000011",,
s__495,2050,"0,0,1",2,"-0.419054, 0.0, -0.0800001","0.419054, 0.98, 0.079999894","83.8108, 98.0, 16.0",,
s__496,2051,"0,0,1",3,"-0.15, 0.0, -0.16","0.15, 1.82, 0.16","30.000002, 182.0, 32.0",,
s__497,2052,"0,0,1",2,"-0.34, 0.0, -0.09000009","0.34, 1.82001, 0.09","68.0, 182.00099, 18.000011",,
s__498,2053,"0,0,1",1,"-0.34, 0.0, -0.09","0.34, 0.540005, 0.09","68.0, 54.000504, 18.0",,
s__499,2054,"0,0,1",2,"-0.22, 0.0, -0.204809","0.22, 0.35, 0.204809","44.0, 35.0, 40.9618",,
s__500,2055,"0,0,1",2,"-1.015, 0.0, -0.45","1.015, 0.965333, 0.45","203.0, 96.533295, 90.0",,
s__501,2056,"0,0,1",1,"-0.75, 0.0, -0.450166","0.75, 0.907554, 0.450166","150.0, 90.755394, 90.033195",,
s__502,2057,"0,0,1",1,"-1.23, -0.0021864772, -0.777496","1.23, 0.888472, 0.772504","246.0, 89.06584, 155.0",,
s__503,2058,"0,0,1",2,"-1.375, -5.9604645E-8, -0.85","1.375, 0.825959, 0.85","275.0, 82.5959, 170.0",,
s__504,2059,"0,0,1",2,"-1.51518, -5.9604645E-8, -1.035","1.515, 0.813107, 1.03518","303.018, 81.31071, 207.018",,
s__505,2060,"0,0,1",3,"-0.11, 0.0, -0.229991","0.11, 1.37, 0.230009","22.0, 137.0, 46.0",,
s__506,2061,"0,0,1",3,"-0.13, 0.0, -0.291192","0.13, 1.29, 0.288809","26.0, 129.0, 58.0001",,
s__507,2062,"0,0,1",2,"-0.22, 0.0, -0.22","0.22, 1.59977, 0.22","44.0, 159.97699, 44.0",,
s__508,2063,"0,0,1",3,"-0.15, 0.0, -0.18415898","0.15, 1.33966, 0.186732","30.000002, 133.966, 37.089096",,
s__509,2064,"0,0,1",3,"-0.12, 0.0, -0.19450101","0.12, 1.23955, 0.191183","24.0, 123.955, 38.5684",,
s__510,2065,"0,0,1",3,"-0.2375, 0.0, -0.178428","0.2375, 0.76, 0.18092799","47.5, 76.0, 35.9356",,
s__511,2066,"0,0,1",1,"-0.185, 0.0, -0.185","0.185, 0.5, 0.185","37.0, 50.0, 37.0",,
s__512,2067,"0,0,1",1,"-0.75, 0.0, -0.375","0.75, 0.75, 0.375","150.0, 75.0, 75.0",,
s__513,2068,"0,0,1",2,"-0.66, 0.0, -0.36","0.66, 0.7, 0.36","132.0, 70.0, 72.0",,
s__514,2069,"0,0,1",2,"-0.4, 0.0, -0.36","0.4, 0.7, 0.36","80.0, 70.0, 72.0",,
s__515,2070,"0,0,1",4,"-1.3301299, -1.9347668E-4, -0.8551409","1.3295, 1.04781, 0.855","265.963, 104.80035, 171.0141",,
s__516,2071,"0,0,1",5,"-1.115, 0.0, -0.34007496","1.115, 1.8, 0.340074","223.0, 180.0, 68.0149",,
s__517,2072,"0,0,1",3,"-0.63, 0.0, -0.43","0.63, 2.13, 0.43","126.0, 213.00002, 86.0",,
s__518,2073,"0,0,1",3,"-1.14494, 0.0, -0.52686393","1.14494, 0.91469, 0.525175","228.988, 91.469, 105.203896",,
s__519,2074,"0,0,1",3,"-0.4, 0.0, -0.30361903","0.4, 2.13, 0.30361897","80.0, 213.00002, 60.7238",,
s__520,2075,"0,0,1",2,"-0.165, 0.0, -0.165001","0.165, 1.79, 0.16499999","33.0, 179.0, 33.0001",,
s__521,2076,"0,0,1",2,"-0.325, 0.0, -0.175","0.325, 2.0, 0.175","65.0, 200.0, 35.0",,
s__522,2077,"0,0,1",2,"-0.625, -2.9802322E-8, -0.39511","0.625, 0.4, 0.39499998","125.0, 40.0, 79.011",,
s__523,2078,"0,0,1",2,"-0.6, 0.0, -0.27511","0.6, 0.6, 0.27499998","120.00001, 60.000004, 55.011",,
s__524,2079,"0,0,1",2,"-0.5, 0.0, -0.175","0.5, 2.0, 0.175","100.0, 200.0, 35.0",,
s__525,2080,"0,0,1",2,"-0.95, 0.0, -0.28511","0.95, 0.89, 0.28499997","190.0, 89.0, 57.011",,
s__526,2081,"0,0,1",2,"-0.775, 0.0, -0.27511","0.775, 0.6, 0.27499998","155.0, 60.000004, 55.011",,
s__527,2082,"0,0,1",2,"-1.49997, -1.7881393E-7, -1.09047","1.50039, 0.994406, 1.09","300.036, 99.44062, 218.047",,
s__528,2083,"0,0,1",2,"-1.51003, 0.0, -0.820021","1.51, 0.959834, 0.82","302.003, 95.9834, 164.0021",,
s__529,2084,"0,0,1",3,"-0.539841, 0.0, -0.475177","0.539841, 0.959369, 0.475177","107.9682, 95.9369, 95.0354",,
s__530,2085,"0,0,1",3,"-1.04484, 0.0, -0.47477698","1.04484, 0.962648, 0.474869","208.968, 96.2648, 94.9646",,
s__531,2086,"0,0,1",3,"-0.78, 0.0, -0.21","0.78, 1.05, 0.21","156.0, 104.99999, 42.0",,
s__532,2087,"0,0,1",2,"-0.62, 0.0, -0.25","0.62, 0.92, 0.25","124.0, 92.0, 50.0",,
s__533,2088,"0,0,1",3,"-0.475, 0.0, -0.1","0.475, 0.736894, 0.1","95.0, 73.6894, 20.0",,
s__536,2089,"0,0,1",3,"-0.350019, 0.0, -0.235","0.350104, 0.702684, 0.235","70.0123, 70.2684, 47.0",,
s__537,2090,"0,0,1",2,"-0.17, -1.2695789E-5, -0.175","0.17, 0.9, 0.174502","34.0, 90.00127, 34.9502",,
s__538,2091,"0,0,1",3,"-0.305, 0.0, -0.06999999","0.305, 0.81, 0.069969","61.0, 81.0, 13.996901",,
s__539,2092,"0,0,1",4,"-0.494532, 0.0, -0.375944","0.495, 0.45, 0.374056","98.9532, 45.0, 75.0",,
s__540,2093,"0,0,1",1,"-0.315, 0.0, -0.31611198","0.315, 0.97, 0.313888","63.0, 97.0, 63.0",,
s__541,2094,"0,0,1",5,"-0.845, 2.7620792E-4, -0.25810504","0.845, 1.75194, 0.26189303","169.0, 175.16638, 51.9998",,
s__542,2095,"0,0,1",2,"-0.509607, 0.002608925, -0.386133","0.510392, 0.497366, 0.383867","101.9999, 49.47571, 77.0",,
s__543,2096,"0,0,1",2,"-1.2213001, -5.9604645E-8, -0.850283","1.1987, 0.868616, 0.849717","242.0, 86.861595, 170.0",,
s__544,2097,"0,0,1",4,"-0.531959, 0.0, -0.089996904","0.531959, 0.92, 0.08984089","106.3918, 92.0, 17.98378",,
s__545,2098,"0,0,1",1,"-0.97, 0.0, -0.45","0.97, 0.75, 0.45","194.0, 75.0, 90.0",,
s__546,2099,"0,0,1",2,"-1.1, 0.0, -0.45","1.1, 0.75, 0.45","220.0, 75.0, 90.0",,
s__547,2100,"0,0,1",3,"-0.675078, 0.0, -0.4","0.675078, 0.749757, 0.4","135.0156, 74.9757, 80.0",,
s__548,2101,"0,0,1",2,"-0.84, 5.9604645E-8, -0.35","0.84, 0.75, 0.35","168.0, 74.99999, 70.0",,
s__549,2102,"0,0,1",5,"-1.13273, -5.9604645E-8, -1.12502","1.5172701, 0.814897, 1.32498","265.0, 81.4897, 245.0",,
s__550,2103,"0,0,1",3,"-0.174775, 0.0, -0.17500001","0.174775, 1.782, 0.174775","34.955, 178.2, 34.9775",,
s__551,2104,"0,0,1",2,"-0.465172, 0.0, -0.20992202","0.465172, 0.780181, 0.20475","93.0344, 78.0181, 41.4672",,
s__552,2105,"0,0,1",3,"-0.59, 0.0, -0.22","0.59, 0.83, 0.22","117.99999, 83.0, 44.0",,
s__553,2106,"0,0,1",2,"-0.6, -5.8561563E-5, -0.270085","0.600085, 0.38, 0.270071","120.00851, 38.005856, 54.015602",,
s__554,2107,"0,0,1",4,"-0.78, 0.0, -0.34","0.78, 0.74, 0.34","156.0, 74.0, 68.0",,
s__555,2108,"0,0,1",3,"-0.6, 0.0, -0.3","0.6, 0.36, 0.3","120.00001, 36.0, 60.000004",,
s__556,2109,"0,0,1",2,"-0.225, 0.003400445, -0.1","0.225, 1.6834, 0.1","45.0, 167.99995, 20.0",,
s__557,2110,"0,0,1",6,"-0.893307, -0.001570344, -0.2525","0.89692605, 1.627, 0.26749796","179.02328, 162.85704, 51.999798",,
s__558,2111,"0,0,1",5,"-0.3, 3.33786E-6, -0.24","0.3, 1.69479, 0.24","60.000004, 169.47867, 48.0",,
s__559,2112,"0,0,1",3,"-0.15, 1.4305115E-6, -0.180001","0.15, 0.850002, 0.180001","30.000002, 85.00005, 36.000206",,
s__560,2113,"0,0,1",5,"-0.605, -1.8811226E-4, -0.260002","0.605, 1.62049, 0.260002","121.0, 162.06781, 52.000397",,
s__561,2114,"0,0,1",3,"-0.55, 0.0, -0.3","0.55, 0.35, 0.3","110.0, 35.0, 60.000004",,
s__562,2115,"0,0,1",2,"-0.460003, 0.0, -0.21","0.460003, 2.0, 0.21","92.000595, 200.0, 42.0",,
s__563,2116,"0,0,1",2,"-0.950003, 0.0, -0.24","0.950003, 0.8, 0.24","190.00061, 80.0, 48.0",,
s__564,2117,"0,0,1",2,"-0.550003, 0.0, -0.24","0.550003, 2.0, 0.24","110.000595, 200.0, 48.0",,
s__565,2118,"0,0,1",3,"-0.435, 0.0, -0.26","0.435, 2.07, 0.26","87.0, 207.0, 52.0",,
s__566,2119,"0,0,1",3,"-0.255, 0.0, -0.255","0.255, 2.07, 0.255","51.0, 207.0, 51.0",,
s__567,2120,"0,0,1",4,"-0.255, 0.0, -0.255","0.255, 1.68, 0.255","51.0, 168.0, 51.0",,
s__568,2121,"0,0,1",3,"-0.5, 0.0, -0.10499999","0.5, 1.19, 0.105000004","100.0, 119.00001, 21.0",,
s__569,2122,"0,0,1",3,"-0.6, 0.0, -0.26","0.6, 0.49, 0.26","120.00001, 49.0, 52.0",,
s__570,2123,"0,0,1",3,"-0.35, -2.3841858E-7, -0.175","0.350001, 2.41, 0.175","70.0001, 241.00003, 35.0",,
s__571,2124,"0,0,1",3,"-0.275007, -2.3841858E-7, -0.275","0.27499998, 2.41, 0.275009","55.0007, 241.00003, 55.0009",,
s__572,2125,"0,0,1",3,"-0.17500201, -2.3841858E-7, -0.175","0.175001, 2.41, 0.175","35.000298, 241.00003, 35.0",,
s__573,2126,"0,0,1",3,"-0.175001, -2.3841858E-7, -0.175","0.17500201, 2.41, 0.175","35.000298, 241.00003, 35.0",,
s__574,2127,"0,0,1",3,"-0.37, 1.9073486E-5, -0.325651","0.37, 1.17887, 0.32434803","74.0, 117.885086, 64.99989",,
s__575,2128,"0,0,1",3,"-0.270081, -3.5762787E-6, -0.214991","0.270081, 0.807166, 0.21466401","54.0162, 80.71696, 42.9655",,
s__576,2129,"0,0,1",6,"-0.650026, 0.0, -0.265","0.650026, 1.99232, 0.265","130.0052, 199.232, 53.0",,
s__577,2130,"0,0,1",4,"-0.37, 8.34465E-7, -0.25996","0.37, 0.639565, 0.25999898","74.0, 63.956413, 51.995903",,
s__578,2131,"0,0,1",2,"-0.375, 1.6093254E-6, -0.0700001","0.375, 0.850002, 0.07000001","75.0, 85.00004, 14.00001",,
s__579,2132,"0,0,1",2,"-0.125, 5.9604645E-8, -0.125","0.125, 0.460451, 0.125","25.0, 46.045097, 25.0",,
s__580,2133,"0,0,1",5,"-0.14, 0.0, -0.14","0.14, 0.3, 0.14","28.0, 30.000002, 28.0",,
s__581,2134,"0,0,1",3,"-0.435, -1.1920929E-7, -0.12501","0.435, 1.24, 0.12501","87.0, 124.000015, 25.001999",,
s__582,2135,"0,0,1",3,"-0.315, 0.0, -0.14","0.315, 1.32, 0.14","63.0, 132.0, 28.0",,
s__583,2136,"0,0,1",3,"-0.375, 0.0, -0.394708","0.375, 0.74148, 0.395292","75.0, 74.148, 79.0",,
s__584,2137,"0,0,1",2,"-0.24, -0.0025310516, -0.19","0.24, 0.607469, 0.19","48.0, 61.00001, 38.0",,
s__585,2138,"0,0,1",6,"-1.02019, 0.0, -1.015","1.01981, 1.99967, 1.01501","204.0, 199.96701, 203.001",,
s__586,2139,"0,0,1",2,"-0.07, 0.0, -0.07","0.07, 1.11, 0.07","14.0, 111.0, 14.0",,
s__587,2140,"0,0,1",2,"-0.735, 0.0, -0.349741","0.735, 0.77, 0.34979","147.0, 77.0, 69.9531",,
s__588,2141,"0,0,1",2,"-0.475, 0.0, -0.349766","0.475, 0.769219, 0.349766","95.0, 76.9219, 69.95319",,
s__589,2142,"0,0,1",4,"-1.04, 0.0, -0.574936","1.04, 1.82575, 0.575064","208.0, 182.575, 115.0",,
s__590,2143,"0,0,1",5,"-0.650025, 0.0, -0.329803","0.650025, 2.07, 0.329803","130.005, 207.0, 65.9606",,
s__591,2144,"0,0,1",3,"-0.39, 0.0, -0.20000002","0.39, 1.86, 0.20000002","78.0, 186.0, 40.0",,
s__592,2145,"0,0,1",4,"-0.405, 0.0, -0.25","0.405, 1.58001, 0.25","81.0, 158.001, 50.0",,
s__593,2146,"0,0,1",3,"-0.6, 0.0, -0.34499997","0.6, 1.54, 0.34502","120.00001, 154.0, 69.002",,
s__594,2147,"0,0,1",3,"-0.25, 0.0, -0.195","0.25, 0.54, 0.195","50.0, 54.000004, 39.0",,
s__595,2148,"0,0,1",2,"-0.25, 0.0, -0.25","0.25, 0.550714, 0.25","50.0, 55.071404, 50.0",,
s__596,2149,"0,0,1",2,"-0.38, 0.0, -0.5051911","0.38, 1.07107, 0.504946","76.0, 107.106995, 101.0137",,
s__597,2150,"0,0,1",1,"-0.325, -1.4901161E-8, -0.325","0.325, 0.23, 0.325","65.0, 23.000002, 65.0",,
s__598,2151,"0,0,1",2,"-0.97516, -5.9604645E-8, -0.68486","0.97516, 0.728572, 0.68486","195.032, 72.85721, 136.97198",,
s__599,2152,"0,0,1",2,"-0.64, -2.9802322E-8, -0.35","0.64, 0.32, 0.35","128.0, 32.0, 70.0",,
s__600,2153,"0,0,1",2,"-0.34, 0.0, -0.349652","0.34, 0.768035, 0.45034796","68.0, 76.8035, 80.0",,
s__601,2154,"0,0,1",2,"-0.640547, 5.469918E-4, -0.349303","0.639453, 0.741457, 0.450697","128.0, 74.090996, 80.0",,
s__602,2155,"0,0,1",2,"-0.37, 0.0, -0.41","0.37, 0.879018, 0.41","74.0, 87.9018, 82.0",,
s__603,2156,"0,0,1",2,"-0.785, 0.0, -0.41","0.785, 0.879018, 0.41","157.0, 87.9018, 82.0",,
s__604,2157,"0,0,1",2,"-0.58, 0.0, -0.305","0.58, 0.43, 0.305","116.0, 43.0, 61.0",,
s__605,2158,"0,0,1",5,"-0.85, 0.0, -0.5528741","0.85, 1.50305, 0.55712605","170.0, 150.305, 111.0",,
s__606,2159,"0,0,1",3,"-1.31, 0.0, -0.945","1.31, 1.90653, 0.945","262.0, 190.653, 189.0",,
s__607,2160,"0,0,1",5,"-1.0, 0.0, -0.645","1.0, 1.59713, 0.645","200.0, 159.713, 129.0",,
s__608,2161,"0,0,1",5,"-0.999988, 0.0, -0.62","0.999988, 1.79, 0.62","199.9976, 179.0, 124.0",,
s__609,2162,"0,0,1",4,"-1.23009, -0.0057070255, -0.73","1.23009, 1.88083, 0.73","246.018, 188.65372, 146.0",,
s__610,2163,"0,0,1",4,"-0.96, 0.0, -0.611532","0.96, 1.69846, 0.61846805","192.0, 169.846, 123.0",,
s__611,2164,"0,0,1",2,"-0.385, 0.0, -0.34757602","0.385, 0.793764, 0.352252","77.0, 79.376396, 69.9828",,
s__612,2165,"0,0,1",3,"-0.195, -5.9604645E-8, -0.23499998","0.195, 0.73, 0.23499998","39.0, 73.00001, 47.0",,
s__613,2166,"0,0,1",7,"-1.225, 0.0, -0.75330794","1.225, 1.70938, 0.697157","245.0, 170.938, 145.04651",,
s__614,2167,"0,0,1",4,"-1.12997, -5.686283E-4, -0.75","1.13003, 1.80578, 0.74988294","226.0, 180.63486, 149.9883",,
s__615,2168,"0,0,1",1,"-0.3, 0.0, -0.894938","0.3, 0.618131, 0.894938","60.000004, 61.813103, 178.9876",,
s__616,2169,"0,0,1",2,"-0.17, 0.0, -0.215","0.17, 2.2, 0.215","34.0, 220.0, 43.0",,
s__617,2170,"0,0,1",3,"-0.22, 0.0, -0.23500001","0.22, 2.2, 0.23500001","44.0, 220.0, 47.0",,
s__618,2171,"0,0,1",3,"-0.22, 0.0, -0.23500001","0.22, 2.2, 0.23500001","44.0, 220.0, 47.0",,
s__619,2172,"0,0,1",3,"-1.02, -1.1920929E-7, -0.425","1.02, 0.73, 0.425","204.0, 73.000015, 85.0",,
s__620,2173,"0,0,1",3,"-0.22, -1.1920929E-7, -0.23500001","0.22, 1.38, 0.23500001","44.0, 138.0, 47.0",,
s__621,2174,"0,0,1",2,"-0.32, 1.6868114E-4, -0.869909","0.320001, 0.71972, 0.869909","64.0001, 71.95513, 173.9818",,
s__622,2175,"0,0,1",3,"-0.25, 0.0, -0.659768","0.25, 0.834042, 0.659768","50.0, 83.4042, 131.9536",,
s__623,2176,"0,0,1",4,"-0.285, 0.0, -0.95016706","0.285, 0.849121, 0.95016706","57.0, 84.912094, 190.03339",,
s__624,2177,"0,0,1",2,"-0.34, 0.0, -0.854761","0.34, 0.974858, 0.85476196","68.0, 97.4858, 170.9523",,
s__625,2178,"0,0,1",4,"-0.34, -0.0016587377, -0.939811","0.34, 0.880968, 0.939811","68.0, 88.262665, 187.96219",,
s__626,2179,"0,0,1",3,"-0.350002, 0.0, -1.0","0.350002, 0.759993, 1.0","70.0004, 75.9993, 200.0",,
s__627,2180,"0,0,1",3,"-0.484959, -1.2284517E-4, -1.0","0.485, 0.84207, 0.999781","96.995895, 84.219284, 199.9781",,
s__628,2181,"0,0,1",4,"-0.36, -0.012403846, -0.889858","0.36, 1.26112, 0.889858","72.0, 127.35238, 177.9716",,
s__629,2182,"0,0,1",3,"-0.33542502, 0.0, -0.95500004","0.334841, 0.598136, 0.95492494","67.026596, 59.813606, 190.9925",,
s__630,2183,"0,0,1",6,"-0.35, -0.0016587377, -0.904914","0.35, 0.88747, 0.904914","70.0, 88.91287, 180.98279",,
s__631,2184,"0,0,1",3,"-0.345, -8.249283E-5, -0.8349991","0.345, 0.9897, 0.8349991","69.0, 98.97826, 166.9998",,
s__632,2185,"0,0,1",2,"-0.37, 0.0, -0.774776","0.37, 0.50068, 0.774776","74.0, 50.068, 154.9552",,
s__633,2186,"0,0,1",3,"-0.49997103, -1.9311905E-5, -0.9499999","0.5, 0.629347, 0.949999","99.9971, 62.936634, 189.99991",,
s__634,2187,"0,0,1",4,"-1.14, 0.0, -0.695004","1.14, 1.67806, 0.695004","228.0, 167.806, 139.0008",,
s__635,2188,"0,0,1",3,"-1.66476, -5.9604645E-8, -1.38003","1.66476, 0.926826, 1.38003","332.952, 92.68261, 276.006",,
s__636,2189,"0,0,1",2,"-0.909999, 0.0, -0.925","0.909999, 0.920088, 0.925","181.9998, 92.0088, 185.0",,
s__637,2190,"0,0,1",3,"-1.88993, 0.0, -0.990062","1.88993, 0.768035, 0.990062","377.986, 76.8035, 198.0124",,
s__638,2191,"0,0,1",2,"-0.975154, -5.9604645E-8, -0.84523404","0.975166, 0.728572, 0.845101","195.032, 72.85721, 169.03351",,
s__639,2192,"0,0,1",3,"-1.15, 0.0, -0.52","1.15, 0.74148, 0.52","230.0, 74.148, 104.0",,
s__640,2193,"0,0,1",3,"-1.71, -5.9604645E-8, -0.855","1.71, 0.879018, 0.855","342.0, 87.90181, 171.0",,
s__641,2194,"0,0,1",3,"-1.34012, 0.0, -0.684991","1.34012, 1.07107, 0.68499196","268.024, 107.106995, 136.99829",,
s__642,2195,"0,0,1",4,"-1.255, -5.9604645E-8, -0.79","1.255, 0.942625, 0.79","251.0, 94.2625, 158.0",,
s__643,2196,"0,0,1",2,"-0.45, 0.0, -0.46","0.45, 0.941682, 0.460004","90.0, 94.1682, 92.0004",,
s__644,2197,"0,0,1",3,"-0.87, 0.0, -0.48","0.87, 0.853456, 0.48","174.0, 85.345604, 96.0",,
s__645,2198,"0,0,1",3,"-0.475, 0.0, -0.5","0.475, 0.833921, 0.5","95.0, 83.392105, 100.0",,
s__646,2199,"0,0,1",2,"-0.605, 0.0, -0.32461202","0.605, 0.779492, 0.31539","121.0, 77.9492, 64.0002",,
s__647,2200,"0,0,1",2,"-0.325, 0.0, -0.32461202","0.325, 0.77951, 0.31539","65.0, 77.951004, 64.0002",,
s__648,2201,"0,0,1",3,"-0.975, 0.0, -0.53","0.975, 1.03698, 0.53","195.0, 103.698006, 105.99999",,
s__649,2202,"0,0,1",3,"-0.5, 0.0, -0.545","0.5, 0.961082, 0.545","100.0, 96.1082, 109.0",,
s__650,2203,"0,0,1",4,"-1.2, 0.0, -0.600008","1.2, 0.904366, 0.600016","240.00002, 90.4366, 120.002396",,
s__651,2204,"0,0,1",2,"-0.55, 0.0, -0.500008","0.55, 0.913155, 0.500016","110.0, 91.3155, 100.002396",,
s__652,2205,"0,0,1",3,"-1.165, -5.9604645E-8, -0.75000095","1.165, 0.7622, 0.75","233.0, 76.22, 150.00009",,
s__653,2206,"0,0,1",3,"-0.455, 0.0, -0.44","0.455, 0.7622, 0.44","91.0, 76.22, 88.0",,
s__654,2207,"0,0,1",3,"-1.04322, 0.0, -0.43500102","1.04322, 1.00997, 0.43500102","208.64401, 100.996994, 87.0002",,
s__655,2208,"0,0,1",4,"-1.235, -1.1920929E-7, -0.5902029","1.235, 1.0406, 0.5902029","247.0, 104.06, 118.0406",,
s__656,2209,"0,0,1",4,"-1.1797199, -5.9604645E-8, -0.84950304","1.18029, 0.971416, 0.85","236.00099, 97.1416, 169.9503",,
s__657,2210,"0,0,1",4,"-0.435, 0.0, -0.40009803","0.435, 0.971416, 0.40000004","87.0, 97.1416, 80.009796",,
s__658,2211,"0,0,1",2,"-0.770162, 8.7839365E-4, -0.55999994","0.770162, 0.997789, 0.559834","154.0324, 99.69106, 111.9834",,
s__659,2212,"0,0,1",3,"-1.1123102, -2.3841858E-7, -0.25","1.1123102, 2.7, 0.25","222.462, 270.00003, 50.0",,
s__660,2213,"0,0,1",5,"-0.865, 0.0, -0.53504694","0.865, 0.914493, 0.53504694","173.0, 91.4493, 107.0094",,
s__661,2214,"0,0,1",3,"-1.085, 0.0, -0.54501295","1.085, 0.945523, 0.5450001","217.0, 94.55231, 109.0013",,
s__662,2215,"0,0,1",3,"-0.24, 0.0, -0.24","0.24, 0.48, 0.24","48.0, 48.0, 48.0",,
s__663,2216,"0,0,1",3,"-0.24, 0.0, -0.24","0.24, 0.48, 0.24","48.0, 48.0, 48.0",,
s__664,2217,"0,0,1",3,"-0.24, 0.0, -0.24","0.24, 0.48, 0.24","48.0, 48.0, 48.0",,
s__665,2218,"0,0,1",2,"-0.25, 0.0, -0.25","0.25, 0.5, 0.25","50.0, 50.0, 50.0",,
s__666,2219,"0,0,1",2,"-0.490313, 0.0, -0.25","0.48968703, 0.5, 0.25","98.0, 50.0, 50.0",,
s__667,2220,"0,0,1",5,"-0.28, 3.4213066E-5, -0.275001","0.28, 0.95919, 0.275001","56.0, 95.91557, 55.0002",,
s__668,2221,"0,0,1",5,"-0.35, 3.695488E-5, -0.335","0.35, 1.1159, 0.335","70.0, 111.58631, 67.0",,
s__669,2222,"0,0,1",5,"-0.334958, 0.0, -0.32012802","0.334958, 0.82865, 0.32","66.9916, 82.865, 64.0128",,
s__670,2223,"0,0,1",7,"-0.31, 0.0, -0.325","0.31, 1.33, 0.325","62.0, 133.0, 65.0",,
s__671,2224,"0,0,1",4,"-0.304999, 3.695488E-5, -0.31635296","0.304999, 1.02436, 0.313648","60.999798, 102.432304, 63.0001",,
s__672,2225,"0,0,1",5,"-0.33, 3.683567E-5, -0.33000004","0.33, 1.05889, 0.32999998","66.0, 105.885315, 66.0",,
s__673,2226,"0,0,1",6,"-1.2, 0.0, -0.205","1.2, 1.28, 0.205","240.00002, 128.0, 41.0",,
s__674,2227,"0,0,1",4,"-1.2, 0.0, -0.20000002","1.2, 1.925, 0.20000002","240.00002, 192.5, 40.0",,
s__675,2228,"0,0,1",5,"-1.5, 0.0, -0.215","1.5, 1.93, 0.215","300.0, 193.0, 43.0",,
s__676,2229,"0,0,1",3,"-1.2, 0.0, -0.20999798","1.2, 1.92, 0.20999798","240.00002, 192.0, 41.9996",,
s__677,2230,"0,0,1",4,"-0.154982, 0.0, -0.154982","0.154982, 1.16044, 0.154982","30.9964, 116.044, 30.9964",,
s__678,2231,"0,0,1",3,"-0.135, 0.0, -0.355","0.135, 1.27239, 0.355","27.000002, 127.239, 71.0",,
s__679,2232,"0,0,1",3,"-0.129939, 0.0, -0.129939","0.129939, 1.79, 0.129939","25.9878, 179.0, 25.9878",,
s__680,2233,"0,0,1",5,"-1.5, 0.0, -0.19999999","1.5, 2.3, 0.19999999","300.0, 230.0, 40.0",,
s__681,2234,"0,0,1",2,"-0.205, 0.0, -0.25","0.205, 0.57, 0.25","41.0, 57.0, 50.0",,
s__682,2235,"0,0,1",2,"-0.205, 0.0, -0.25","0.205, 0.57, 0.25","41.0, 57.0, 50.0",,
s__683,2236,"0,0,1",3,"-0.4, 0.0, -0.225","0.4, 0.8, 0.225","80.0, 80.0, 45.0",,
s__684,2237,"0,0,1",3,"-0.225, 2.05338E-4, -0.3","0.225, 0.55, 0.3","45.0, 54.979465, 60.000004",,
s__685,2238,"0,0,1",3,"-0.14, 0.0, -0.215","0.14, 0.69, 0.215","28.0, 69.0, 43.0",,
s__686,2239,"0,0,1",4,"-0.150237, 0.0, -0.17000002","0.150237, 0.56, 0.17000002","30.0474, 56.0, 34.0",,
s__687,2240,"0,0,1",3,"-0.225, 0.0, -0.4","0.225, 0.72, 0.4","45.0, 72.0, 80.0",,
